Entry ID;Source ID;MC species;MC variety;MC latin;CC species;CC variety;CC latin;Location ;Year;Intercropping design;Width;Distance to the CC;Relative density  ;Density design;RSD;RHD;SH period;System;Fertilizer type;Fertilizer detail;N dose;N unit;Pest management type;AES;Sub-category;Metric;Unit;Treatment value;Treatment MV;Control value;Control MV;MV metric;n_Treatment;n_Control;Relationship;Comment;Entered by;Reviewed by
734;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2013;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;160;kgN/ha;No insecticide;Product quality;Nutrient quality;Vitamin c;mg/100g;173,5;NA;185;NA;NA;4;4;Positive;;TLN;WAHR
735;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2013;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;200;kgN/ha;No insecticide;Product quality;Nutrient quality;Vitamin c;mg/100g;175;NA;176,25;NA;NA;4;4;Positive;;TLN;WAHR
736;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2013;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;240;kgN/ha;No insecticide;Product quality;Nutrient quality;Vitamin c;mg/100g;172,2;NA;160,25;NA;NA;4;4;Positive;;TLN;WAHR
737;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2014;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;160;kgN/ha;No insecticide;Product quality;Nutrient quality;Vitamin c;mg/100g;209,5;NA;206;NA;NA;4;4;Positive;;TLN;WAHR
738;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2014;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;200;kgN/ha;No insecticide;Product quality;Nutrient quality;Vitamin c;mg/100g;197,25;NA;200,5;NA;NA;4;4;Positive;;TLN;WAHR
739;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2014;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;240;kgN/ha;No insecticide;Product quality;Nutrient quality;Vitamin c;mg/100g;177,5;NA;180;NA;NA;4;4;Positive;;TLN;WAHR
740;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2013;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;160;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;g/m2 ;784,8;NA;783,73;NA;NA;4;4;Positive;;TLN;WAHR
741;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2013;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;200;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;g/m2 ;869,6;NA;864,8;NA;NA;4;4;Positive;;TLN;WAHR
742;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2013;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;240;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;g/m2 ;1101,87;NA;1088;NA;NA;4;4;Positive;;TLN;WAHR
743;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2014;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;160;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;g/m2 ;783,2;NA;800;NA;NA;4;4;Positive;;TLN;WAHR
744;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2014;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;200;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;g/m2 ;835,2;NA;858,4;NA;NA;4;4;Positive;;TLN;WAHR
745;Yildirim, 2020;Cabbage;Broccoli;"Brassica oleracea L. var italica ""Jade F1""";Onion;Urgup;Allium cepa;Erzurum, Turkey;2014;Row;0,3;0,3;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;240;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;g/m2 ;1114,4;NA;1098,4;NA;NA;4;4;Positive;;TLN;WAHR
746;Silva, 2021;Cabbage;Collard;"Brassica oleracea ""Manteiga'";Alyssum;;Lolubaria maritima L.;Florestal, Brazil;2019;Row;0,15;0,15;100%;Additive;0;NA;NA;Conventional;Synthetic;NA;NA;NA;NA;Productivity;Harvested biomass;per plant;g;250,5;29,3;167,4;50,9;SE;4;4;Positive;;TLN;WAHR
747;Silva, 2021;Cabbage;Collard;"Brassica oleracea ""Manteiga'";Cabbage;Broccoli + Cabbage;"Brassica oleracea ""Salinas"" + ""Sekai""";Florestal, Brazil;2019;Mixed;NR;NR;33%;Replacement;0;NA;NA;Conventional;Synthetic;NA;NA;NA;NA;Productivity;Harvested biomass;per plant;g;178,1;15,6;167,4;50,9;SE;4;4;Positive;;TLN;WAHR
748;Silva, 2021;Cabbage;Collard;"Brassica oleracea ""Manteiga'";Alyssum + Cabbage;Broccoli + Cabbage;"Lolubaria maritima L. + Brassica oleracea  ""Salinas"" + ""Sekai""";Florestal, Brazil;2019;Mixed;NR;NR;33%;Augmented;0;NA;NA;Conventional;Synthetic;NA;NA;NA;NA;Productivity;Harvested biomass;per plant;g;376,7;37,2;167,4;50,9;SE;4;4;Positive;;TLN;WAHR
749;Silva, 2021;Cabbage;Collard;"Brassica oleracea ""Manteiga'";Alyssum;;Lolubaria maritima L.;Florestal, Brazil;2019;Row;0,15;0,15;100%;Additive;0;NA;NA;Conventional;Synthetic;NA;NA;NA;NA;Productivity;Saleable biomass;per plant;number of leaves;10,4;0,7;7,9;1,1;SE;4;4;Positive;;TLN;WAHR
750;Silva, 2021;Cabbage;Collard;"Brassica oleracea ""Manteiga'";Cabbage;Broccoli + Cabbage;"Brassica oleracea ""Salinas"" + ""Sekai""";Florestal, Brazil;2019;Mixed;NR;NR;33%;Replacement;0;NA;NA;Conventional;Synthetic;NA;NA;NA;NA;Productivity;Saleable biomass;per plant;number of leaves;6,8;1;7,9;1,1;SE;4;4;Positive;;TLN;WAHR
751;Silva, 2021;Cabbage;Collard;"Brassica oleracea ""Manteiga'";Alyssum + Cabbage;Broccoli + Cabbage;"Lolubaria maritima L. + Brassica oleracea  ""Salinas"" + ""Sekai""";Florestal, Brazil;2019;Mixed;NR;NR;33%;Augmented;0;NA;NA;Conventional;Synthetic;NA;NA;NA;NA;Productivity;Saleable biomass;per plant;number of leaves;12,4;0,7;7,9;1,1;SE;4;4;Positive;;TLN;WAHR
752;Shanmugan, 2022;Cabbage;Pointed cabbage;"Brassica oleracea var. capitata cv. Conica ""Caraflex""";Faba bean;;"Vicia faba. L ""Hangdown grunkernig""";Arslev, Denmark;2018;Row;0,5;0,5;50%;Replacement;-12;+21;+58;Organic;Organic;red clover silage + crushed lupine seeds + compost;19;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/m row;2,07;0,38;1,62;0,3;CI;4;4;Positive;;TLN;WAHR
753;Shanmugan, 2022;Cabbage;Pointed cabbage;"Brassica oleracea var. capitata cv. Conica ""Caraflex""";Faba bean;;"Vicia faba. L ""Hangdown grunkernig""";Arslev, Denmark;2018;Row;0,5;0,5;50%;Replacement;-12;+21;+58;Organic;Organic;red clover silage + crushed lupine seeds + compost;19;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;kg/m row;1,33;0,25;0,99;0,18;CI;4;4;Positive;;TLN;WAHR
754;Sekine, 2021;Cabbage;;Brassica oleracea;Leafy daikon;;Raphanus sativus L. var. Longipinnatus;Myiagi, Japan;2017;Row;0,15;0,15;100%;Additive;+13;NA;+80;Conventional;NA;NA;250;kgN/ha;Conventional;Productivity;Harvested biomass;per plant;g;1412,1;49,4;1663,5;54,8;SE;3;3;Positive;Exp. 3 - 42kg with trimming;TLN;WAHR
755;Sekine, 2021;Cabbage;;Brassica oleracea;Leafy daikon;;Raphanus sativus L. var. Longipinnatus;Myiagi, Japan;2017;Row;0,15;0,15;100%;Additive;+13;NA;+80;Conventional;NA;NA;250;kgN/ha;Conventional;Productivity;Harvested biomass;per plant;g;1354,5;63;1663,5;54,8;SE;3;3;Positive;Exp. 3 - 14kg with trimming;TLN;WAHR
756;Sekine, 2021;Cabbage;;Brassica oleracea;Leafy daikon;;Raphanus sativus L. var. Longipinnatus;Myiagi, Japan;2017;Row;0,15;0,15;100%;Additive;+13;NA;+80;Conventional;NA;NA;250;kgN/ha;Conventional;Productivity;Harvested biomass;per plant;g;668,7;38,5;1663,5;54,8;SE;3;3;Positive;Exp. 3 - 14kg without trimming;TLN;WAHR
757;Pieper, 2015;Cabbage;Green cabbage;Brassica oleracea;Perennial ryegrass + White clover;;Lollium perenne + Trifolium repens;Kingston, RI, USA;2011-2012;Strip;0,875;0,125;100%;Additive;-550;later;NA;Conventional;Organic;Seablend + fish emulsion;NA;NA;Conventional;Productivity;Harvested biomass;per unit of area;t/ha;9;NA;35;NA;NA;3;3;Positive;Perennial LM. n = 3 rep * 1 year;TLN;WAHR
758;Pieper, 2015;Cabbage;Green cabbage;Brassica oleracea;Crimson clover;;Trifolium incarnatum L.;Kingston, RI, USA;2011-2012;Mixed;NR;NR;100%;Additive;+30;later;NA;Conventional;Organic;Seablend + fish emulsion;NA;NA;Conventional;Productivity;Harvested biomass;per unit of area;t/ha;41;NA;35;NA;NA;3;3;Positive;Perennial LM. n = 3 rep * 1 year;TLN;WAHR
759;Pieper, 2015;Cabbage;Green cabbage;Brassica oleracea;Perennial ryegrass + White clover;;Lollium perenne + Trifolium repens;Kingston, RI, USA;2011-2012;Strip;0,875;0,125;100%;Additive;-550;later;NA;Conventional;Organic;Seablend + fish emulsion;NA;NA;Conventional;Productivity;Harvested biomass;per plant;kg;0,4;NA;1,2;NA;NA;3;3;Positive;Perennial LM. n = 3 rep * 1 year;TLN;WAHR
760;Pieper, 2015;Cabbage;Green cabbage;Brassica oleracea;Crimson clover;;Trifolium incarnatum L.;Kingston, RI, USA;2011-2012;Mixed;NR;NR;100%;Additive;+30;later;NA;Conventional;Organic;Seablend + fish emulsion;NA;NA;Conventional;Productivity;Harvested biomass;per plant;kg;1,3;NA;1,2;NA;NA;3;3;Positive;Perennial LM. n = 3 rep * 1 year;TLN;WAHR
761;Pfeiffer, 2016;Cabbage;Broccoli;Brassica oleracea;Buckwheat;;Fagopyrum esculentum;Verona, WI, USA;2012;Mixed;NR;NR;100%;Additive;-99;later;+78;Organic;Organic;composted chicken manure;89,7;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;0;267,43;2059;267,43;SE;4;4;Positive;;TLN;WAHR
762;Pfeiffer, 2016;Cabbage;Broccoli;Brassica oleracea;Pea;;Pisum sativum;Verona, WI, USA;2012;Mixed;NR;NR;100%;Additive;-99;later;+78;Organic;Organic;composted chicken manure;89,7;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;0;267,43;2059;267,43;SE;4;4;Positive;;TLN;WAHR
763;Pfeiffer, 2016;Cabbage;Broccoli;Brassica oleracea;Crimson clover;;Trifolium incarnatum L.;Verona, WI, USA;2012;Mixed;NR;NR;100%;Additive;-99;later;+78;Organic;Organic;composted chicken manure;89,7;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;0;267,43;2059;267,43;SE;4;4;Positive;;TLN;WAHR
764;Pfeiffer, 2016;Cabbage;Broccoli;Brassica oleracea;Red clover;;Trifolium pratense L.;Verona, WI, USA;2012;Mixed;NR;NR;100%;Additive;-99;later;+78;Organic;Organic;composted chicken manure;89,7;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;0;267,43;2059;267,43;SE;4;4;Positive;;TLN;WAHR
765;Pfeiffer, 2016;Cabbage;Broccoli;Brassica oleracea;Buckwheat;;Fagopyrum esculentum;Verona, WI, USA;2013;Mixed;NR;NR;100%;Additive;-93;later;+72;Organic;Organic;composted chicken manure;89,7;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;0;435,5;4168;435,5;SE;4;4;Positive;;TLN;WAHR
766;Pfeiffer, 2016;Cabbage;Broccoli;Brassica oleracea;Pea;;Pisum sativum;Verona, WI, USA;2013;Mixed;NR;NR;100%;Additive;-93;later;+72;Organic;Organic;composted chicken manure;89,7;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;0;435,5;4168;435,5;SE;4;4;Positive;;TLN;WAHR
767;Pfeiffer, 2016;Cabbage;Broccoli;Brassica oleracea;Crimson clover;;Trifolium incarnatum L.;Verona, WI, USA;2013;Mixed;NR;NR;100%;Additive;-93;later;+72;Organic;Organic;composted chicken manure;89,7;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;0;435,5;4168;435,5;SE;4;4;Positive;;TLN;WAHR
768;Pfeiffer, 2016;Cabbage;Broccoli;Brassica oleracea;Red clover;;Trifolium pratense L.;Verona, WI, USA;2013;Mixed;NR;NR;100%;Additive;-93;later;+72;Organic;Organic;composted chicken manure;89,7;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;0;435,5;4168;435,5;SE;4;4;Positive;;TLN;WAHR
769;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Red clover;;Trifolium pratense L.;Site 1, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+75;Conventional;Synthetic;granular fertilizer + NaNO3;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;16,2;NA;16,9;NA;NA;4;4;Positive;FC/M - NT;TLN;WAHR
770;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";White clover;;Trifolium repens L.;Site 1, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+75;Conventional;Synthetic;granular fertilizer + NaNO4;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;18,2;NA;16,9;NA;NA;4;4;Positive;FC/M - NT;TLN;WAHR
771;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Hairy vetch;;Vicia villosa Roth;Site 1, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+75;Conventional;Synthetic;granular fertilizer + NaNO5;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;17,1;NA;16,9;NA;NA;4;4;Positive;FC/M - NT;TLN;WAHR
772;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Red clover;;Trifolium pratense L.;Site 1, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+75;Conventional;Synthetic;granular fertilizer + NaNO3;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;16;NA;15,4;NA;NA;4;4;Positive;FC/M - CT;TLN;WAHR
773;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";White clover;;Trifolium repens L.;Site 1, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+75;Conventional;Synthetic;granular fertilizer + NaNO4;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;14,2;NA;15,4;NA;NA;4;4;Positive;FC/M - CT;TLN;WAHR
774;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Hairy vetch;;Vicia villosa Roth;Site 1, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+75;Conventional;Synthetic;granular fertilizer + NaNO5;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;12,5;NA;15,4;NA;NA;4;4;Positive;FC/M - CT;TLN;WAHR
775;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Red clover;;Trifolium pratense L.;Site 2, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+76;Conventional;Synthetic;granular fertilizer + NaNO6;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;14,9;NA;13,8;NA;NA;4;4;Positive;FC/S - NT;TLN;WAHR
776;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";White clover;;Trifolium repens L.;Site 2, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+76;Conventional;Synthetic;granular fertilizer + NaNO7;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;17,4;NA;13,8;NA;NA;4;4;Positive;FC/S - NT;TLN;WAHR
777;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Hairy vetch;;Vicia villosa Roth;Site 2, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+76;Conventional;Synthetic;granular fertilizer + NaNO8;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;14,8;NA;13,8;NA;NA;4;4;Positive;FC/S - NT;TLN;WAHR
778;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Red clover;;Trifolium pratense L.;Site 2, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+76;Conventional;Synthetic;granular fertilizer + NaNO6;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;10,3;NA;11,4;NA;NA;4;4;Positive;FC/S - CT;TLN;WAHR
779;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";White clover;;Trifolium repens L.;Site 2, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+76;Conventional;Synthetic;granular fertilizer + NaNO7;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;10,1;NA;11,4;NA;NA;4;4;Positive;FC/S - CT;TLN;WAHR
780;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Hairy vetch;;Vicia villosa Roth;Site 2, Blacksburg, VA, USA;1993;Mixed;NA;NA;100%;Additive;+2;NA;+76;Conventional;Synthetic;granular fertilizer + NaNO8;168;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;11,4;NA;11,4;NA;NA;4;4;Positive;FC/S - CT;TLN;WAHR
781;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Red clover;;Trifolium pratense L.;Site 3, Blacksburg, VA, USA;1994;Mixed;NA;NA;100%;Additive;+2;NA;+65;Conventional;Synthetic;granular fertilizer + NaNO9;140;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;9,5;NA;9,5;NA;NA;4;4;Positive;SC/R - NT;TLN;WAHR
782;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";White clover;;Trifolium repens L.;Site 3, Blacksburg, VA, USA;1994;Mixed;NA;NA;100%;Additive;+2;NA;+65;Conventional;Synthetic;granular fertilizer + NaNO10;140;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;9;NA;9,5;NA;NA;4;4;Positive;SC/R - NT;TLN;WAHR
783;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Hairy vetch;;Vicia villosa Roth;Site 3, Blacksburg, VA, USA;1994;Mixed;NA;NA;100%;Additive;+2;NA;+65;Conventional;Synthetic;granular fertilizer + NaNO11;140;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;9,4;NA;9,5;NA;NA;4;4;Positive;SC/R - NT;TLN;WAHR
784;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Red clover;;Trifolium pratense L.;Site 3, Blacksburg, VA, USA;1994;Mixed;NA;NA;100%;Additive;+2;NA;+65;Conventional;Synthetic;granular fertilizer + NaNO9;140;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;8,5;NA;8,5;NA;NA;4;4;Positive;SC/R - CT;TLN;WAHR
785;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";White clover;;Trifolium repens L.;Site 3, Blacksburg, VA, USA;1994;Mixed;NA;NA;100%;Additive;+2;NA;+65;Conventional;Synthetic;granular fertilizer + NaNO10;140;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;8,3;NA;8,5;NA;NA;4;4;Positive;SC/R - CT;TLN;WAHR
786;Infante, 1996;Cabbage;Broccoli;"Brassica oleracea var. italic ""BigSur""";Hairy vetch;;Vicia villosa Roth;Site 3, Blacksburg, VA, USA;1994;Mixed;NA;NA;100%;Additive;+2;NA;+65;Conventional;Synthetic;granular fertilizer + NaNO11;140;kgN/ha;Conventional;Productivity;Saleable biomass;per unit of area;t/ha;8,6;NA;8,5;NA;NA;4;4;Positive;SC/R - CT;TLN;WAHR
787;Filho, 2021;Cabbage;Collard;Brassica oleracea var. acephala;Chicory;;Cichorium intybus;Jaboticabal, Brazil;2018;Row;0,1;0,1;100%;Additive;0;-2;NA;Conventional;Synthetic;Urea;NA;kgN/ha;Conventional;Productivity;Harvested biomass;per unit of area;kg/ha;61932,29;6,9;60421,88;6,9;CV;4;4;Positive;;TLN;WAHR
788;Filho, 2021;Cabbage;Collard;Brassica oleracea var. acephala;Arugula;;Eruca sativa;Jaboticabal, Brazil;2018;Row;0,1;0,1;100%;Additive;0;-100;NA;Conventional;Synthetic;Urea;NA;kgN/ha;Conventional;Productivity;Harvested biomass;per unit of area;kg/ha;56869,79;6,9;60421,88;6,9;CV;4;4;Positive;;TLN;WAHR
789;Filho, 2021;Cabbage;Collard;Brassica oleracea var. acephala;Chicory + arugula;;Cichorium intybus + Eruca sativa;Jaboticabal, Brazil;2018;Mixed;NR;NR;100%;Additive;0;-2;NA;Conventional;Synthetic;Urea;NA;kgN/ha;Conventional;Productivity;Harvested biomass;per unit of area;kg/ha;61166,67;6,9;60421,88;6,9;CV;4;4;Positive;;TLN;WAHR
790;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Red clover;Vivi;Trifolium pratense L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;25;NA;92;NA;NA;4;4;Positive;Exp 1 - without pruning;RC;TLN
791;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Birdsfoot trefoil;Dawn;Lotus corniculatus L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;57;NA;92;NA;NA;4;4;Positive;Exp 1 - without pruning;RC;TLN
792;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Salad burnet;;Sanguisorba minor L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;44;NA;92;NA;NA;4;4;Positive;Exp 1 - without pruning;RC;TLN
793;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Rye;Hacada;Secale cereale L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-44;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;46;NA;92;NA;NA;4;4;Positive;Exp 1 - without pruning;RC;TLN
794;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Red clover;Vivi;Trifolium pratense L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;39;NA;92;NA;NA;4;4;Positive;Exp 1 - twice pruning;RC;TLN
795;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Birdsfoot trefoil;Dawn;Lotus corniculatus L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;70;NA;92;NA;NA;4;4;Positive;Exp 1 - twice pruning;RC;TLN
796;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Salad burnet;;Sanguisorba minor L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;64;NA;92;NA;NA;4;4;Positive;Exp 1 - twice pruning;RC;TLN
797;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Rye;Hacada;Secale cereale L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-44;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;73;NA;92;NA;NA;4;4;Positive;Exp 1 - twice pruning;RC;TLN
798;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Red clover;Vivi;Trifolium pratense L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;9;NA;54;NA;NA;4;4;Positive;Exp 1 - without pruning;RC;TLN
799;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Birdsfoot trefoil;Dawn;Lotus corniculatus L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;29;NA;54;NA;NA;4;4;Positive;Exp 1 - without pruning;RC;TLN
800;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Salad burnet;;Sanguisorba minor L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;21;NA;54;NA;NA;4;4;Positive;Exp 1 - without pruning;RC;TLN
801;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Rye;Hacada;Secale cereale L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-44;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;22;NA;54;NA;NA;4;4;Positive;Exp 1 - without pruning;RC;TLN
